Wavelength[nm]	Intensity[normalized]	Ret_Intensity[normalized]	Phase[rad]
722.92	0.01115806	0.37050600	-0.78368593
723.37	0.01103956	0.36058381	-0.77018988
723.81	0.01061720	0.35092812	-0.75449880
724.26	0.01049572	0.34129501	-0.73563849
724.71	0.01099681	0.33143420	-0.71165814
725.15	0.01160333	0.32109804	-0.69134912
725.60	0.01184246	0.30686824	-0.66397154
726.04	0.01192906	0.29199595	-0.63831677
726.49	0.01195851	0.27707364	-0.60950426
726.93	0.01145986	0.26246427	-0.57558315
727.38	0.01033479	0.24852834	-0.53850881
727.82	0.00910257	0.23572846	-0.50121319
728.27	0.00829089	0.22617559	-0.44123757
728.71	0.00822646	0.21801578	-0.37616229
729.16	0.00886122	0.21125999	-0.31380207
729.60	0.00966078	0.20592127	-0.25220596
730.05	0.00994151	0.20201090	-0.19235272
730.49	0.00954518	0.19961088	-0.14010389
730.93	0.00906082	0.19912949	-0.10229757
731.38	0.00904052	0.20000816	-0.07405310
731.82	0.00928734	0.20216490	-0.04756012
732.27	0.00923948	0.20551765	-0.02575044
732.71	0.00897691	0.20998378	-0.01546212
733.16	0.00910664	0.21546999	-0.00400194
733.60	0.00983279	0.22184295	-0.00699700
734.05	0.01108460	0.22909731	-0.00687127
734.49	0.01277314	0.23716607	-0.01436899
734.94	0.01448432	0.24597671	-0.02265630
735.38	0.01565546	0.25546379	-0.03368836
735.83	0.01628201	0.26568843	-0.04551410
736.27	0.01689767	0.27726471	-0.05715898
736.72	0.01772382	0.28912746	-0.07057815
737.16	0.01861558	0.30104558	-0.07991423
737.60	0.01957269	0.31278659	-0.09493485
738.05	0.02069993	0.32412087	-0.10392326
738.49	0.02206174	0.33466207	-0.11469392
738.94	0.02384686	0.34236228	-0.12431911
739.38	0.02600140	0.34933943	-0.12596486
739.83	0.02808054	0.35571614	-0.13037529
740.27	0.02997127	0.36161698	-0.13559923
740.71	0.03164415	0.36716743	-0.13968546
741.16	0.03275314	0.37249110	-0.14263591
741.60	0.03324144	0.37979246	-0.15031185
742.05	0.03330710	0.38687397	-0.15685582
742.49	0.03310919	0.39341389	-0.16324625
742.93	0.03298568	0.39918356	-0.16753190
743.38	0.03291371	0.40395323	-0.16483181
743.82	0.03249642	0.40749414	-0.16296036
744.27	0.03222257	0.40663155	-0.15117720
744.71	0.03282632	0.40379593	-0.12850760
745.15	0.03377775	0.40009266	-0.10764870
745.60	0.03425998	0.39587894	-0.08469607
746.04	0.03430197	0.39151215	-0.05574528
746.49	0.03402781	0.38735077	-0.02177467
746.93	0.03329345	0.38463605	0.00549520
747.37	0.03250526	0.38331402	0.03680474
747.82	0.03243364	0.38290253	0.06824594
748.26	0.03302013	0.38352641	0.09786391
748.71	0.03332689	0.38531041	0.13151626
749.15	0.03273932	0.38837941	0.16627157
749.59	0.03179613	0.39395564	0.20505779
750.04	0.03134771	0.40303424	0.24396694
750.48	0.03152016	0.41311725	0.28983325
750.92	0.03217062	0.42383485	0.33191282
751.37	0.03305389	0.43481887	0.37508677
751.81	0.03347314	0.44569977	0.41935340
752.25	0.03320933	0.45604403	0.45787509
752.70	0.03269940	0.46379737	0.49455643
753.14	0.03196826	0.47062271	0.52744263
753.58	0.03103855	0.47643042	0.56532109
754.03	0.03031951	0.48112979	0.59256516
754.47	0.03004007	0.48463100	0.62089197
754.91	0.03032366	0.48684341	0.64932331
755.36	0.03086789	0.48746160	0.67688102
755.80	0.03092098	0.48653958	0.70161034
756.24	0.03031073	0.48413708	0.72448624
756.69	0.02922607	0.48021176	0.74355399
757.13	0.02771871	0.47471999	0.75978858
757.57	0.02609493	0.46761874	0.77318843
758.02	0.02495718	0.45796565	0.77886915
758.46	0.02493377	0.44439551	0.77975887
758.90	0.02601702	0.42968820	0.76804354
759.35	0.02726082	0.41427446	0.75934660
759.79	0.02786335	0.39858916	0.74585403
760.23	0.02802830	0.38306259	0.73244710
760.67	0.02821101	0.36812704	0.71228836
761.12	0.02801365	0.35814998	0.69611849
761.56	0.02687279	0.34994920	0.68393596
762.00	0.02523622	0.34238092	0.66402055
762.45	0.02359641	0.33518167	0.64613638
762.89	0.02204432	0.32808870	0.62442259
763.33	0.02119194	0.32083760	0.60083085
763.77	0.02133868	0.31197451	0.57535967
764.22	0.02171063	0.29999073	0.54605449
764.66	0.02150729	0.28775599	0.51291384
765.10	0.02060998	0.27554237	0.47886597
765.55	0.01915171	0.26362304	0.44488601
765.99	0.01705328	0.25227297	0.40511316
766.43	0.01464866	0.24176530	0.36638192
766.87	0.01279547	0.23336563	0.32185496
767.32	0.01164414	0.22654593	0.27934336
767.76	0.01091183	0.22106623	0.23103323
768.20	0.01062526	0.21701377	0.18375912
768.64	0.01050714	0.21447712	0.13654307
769.09	0.01032910	0.21354382	0.09524309
769.53	0.01042494	0.21468920	0.05497499
769.97	0.01069130	0.21988018	0.02062022
770.41	0.01063996	0.22651924	-0.00782256
770.86	0.01066648	0.23432030	-0.03426096
771.30	0.01139128	0.24299805	-0.05479007
771.74	0.01217983	0.25226880	-0.07429403
772.18	0.01212845	0.26184771	-0.09082105
772.62	0.01184210	0.27108639	-0.09851307
773.07	0.01213709	0.27971116	-0.10616046
773.51	0.01243935	0.28794102	-0.10790516
773.95	0.01230695	0.29559066	-0.10081878
774.39	0.01236340	0.30248141	-0.09466823
774.83	0.01281432	0.30842867	-0.08554854
775.28	0.01281192	0.31325312	-0.07150788
775.72	0.01221613	0.31505826	-0.04668813
776.16	0.01195430	0.31504194	-0.02085619
776.60	0.01224749	0.31388238	0.01282262
777.04	0.01273683	0.31169987	0.04653455
777.49	0.01333571	0.30861513	0.07734867
777.93	0.01393366	0.30474880	0.11307624
778.37	0.01417294	0.30021990	0.14492697
778.81	0.01370827	0.29462055	0.17485275
779.25	0.01279838	0.28865778	0.19894612
779.70	0.01214863	0.28253562	0.22208868
780.14	0.01173951	0.27644303	0.24623235
780.58	0.01091061	0.27057316	0.26649311
781.02	0.00973591	0.26511731	0.28579947
781.46	0.00893576	0.26050643	0.30317366
781.90	0.00876831	0.25798487	0.31373170
782.35	0.00912845	0.25622125	0.31649586
782.79	0.01001222	0.25520500	0.32416027
783.23	0.01122296	0.25492549	0.33086440
783.67	0.01254420	0.25537192	0.33660710
784.11	0.01409300	0.25653362	0.34431690
784.55	0.01556775	0.25865548	0.35203954
784.99	0.01623719	0.26213845	0.36465668
785.44	0.01603384	0.26615414	0.37826096
785.88	0.01566359	0.27057057	0.39382780
786.32	0.01596389	0.27525718	0.40549671
786.76	0.01704177	0.28008205	0.41814939
787.20	0.01797284	0.28491467	0.43178475
787.64	0.01808171	0.28871535	0.44151885
788.08	0.01771889	0.29047975	0.44149123
788.52	0.01728387	0.29231214	0.44634924
788.97	0.01661397	0.29442959	0.44534961
789.41	0.01547231	0.29704769	0.44630376
789.85	0.01419713	0.30038339	0.44042155
790.29	0.01323787	0.30465316	0.43942068
790.73	0.01235115	0.31090471	0.43060475
791.17	0.01158128	0.32015924	0.42276179
791.61	0.01153738	0.33058760	0.41686731
792.05	0.01213849	0.34208914	0.40315464
792.49	0.01327047	0.35457126	0.39431804
792.94	0.01563595	0.36793309	0.38742681
793.38	0.01930212	0.38207727	0.37955022
793.82	0.02293046	0.39791128	0.37557008
794.26	0.02521593	0.41699197	0.37939160
794.70	0.02596598	0.43599684	0.38222472
795.14	0.02611663	0.45437702	0.39285750
795.58	0.02681782	0.47157894	0.40054675
796.02	0.02790094	0.48705422	0.41408053
796.46	0.02868547	0.50024983	0.42955161
796.90	0.02935299	0.50964288	0.44695900
797.34	0.03013618	0.51015285	0.47411423
797.78	0.03087091	0.50761645	0.50418039
798.22	0.03101734	0.50226646	0.53617993
798.66	0.02956038	0.49433447	0.57206504
799.11	0.02654588	0.48405250	0.60695192
799.55	0.02398583	0.47165417	0.64083965
799.99	0.02329515	0.45737181	0.67665694
800.43	0.02351214	0.43994916	0.70854349
800.87	0.02348805	0.42123159	0.73845149
801.31	0.02310698	0.40167441	0.76833312
801.75	0.02227379	0.38168938	0.79916403
802.19	0.02079671	0.36169038	0.83289641
802.63	0.01880404	0.34208612	0.86269341
803.07	0.01744055	0.32328781	0.88855412
803.51	0.01752113	0.30814832	0.91829014
803.95	0.01771499	0.29526701	0.94506461
804.39	0.01701484	0.28377195	0.96790009
804.83	0.01624426	0.27369126	0.99167849
805.27	0.01620505	0.26505202	1.01346924
805.71	0.01687449	0.25788304	1.03229489
806.15	0.01783056	0.25221370	1.04717800
806.59	0.01865293	0.24854492	1.05811770
807.03	0.01893929	0.24700299	1.06120687
807.47	0.01895074	0.24687193	1.06425715
807.91	0.01949058	0.24805784	1.06238486
808.35	0.02032066	0.25046574	1.05949541
808.79	0.02090849	0.25400254	1.05265824
809.23	0.02199199	0.25857330	1.04480221
809.67	0.02410456	0.26409984	1.03202023
810.11	0.02581887	0.27068369	1.02603020
810.55	0.02573536	0.27799192	1.01315943
810.99	0.02527334	0.28590603	1.00121959
811.43	0.02671556	0.29430648	0.98728016
811.87	0.02975133	0.30307291	0.97231689
812.31	0.03226804	0.31208549	0.95632897
812.75	0.03333328	0.32122777	0.93638590
813.19	0.03410124	0.33069985	0.91248688
813.63	0.03528643	0.34020598	0.88560767
814.07	0.03583946	0.34939404	0.85965372
814.51	0.03558524	0.35808908	0.83267112
814.95	0.03580012	0.36611897	0.80270596
815.38	0.03657792	0.37330982	0.77073401
815.82	0.03675728	0.37948674	0.73675450
816.26	0.03602868	0.38413523	0.70467290
816.70	0.03486802	0.38564273	0.66765251
817.14	0.03354800	0.38588102	0.63252850
817.58	0.03230969	0.38490832	0.59734698
818.02	0.03148349	0.38278263	0.56308376
818.46	0.03148498	0.37956230	0.52778496
818.90	0.03220313	0.37530562	0.49144983
819.34	0.03266960	0.37006937	0.45603075
819.78	0.03236600	0.36351528	0.42738636
820.22	0.03162922	0.35587788	0.39770342
820.66	0.03076910	0.34754473	0.36795776
821.10	0.02981403	0.33864293	0.33912521
821.53	0.02879516	0.32930214	0.31413474
821.97	0.02752850	0.31964527	0.28810282
822.41	0.02571332	0.30980188	0.25907559
822.85	0.02352137	0.29989887	0.23193518
823.29	0.02148374	0.29053747	0.19886836
823.73	0.01957113	0.28132764	0.16182755
824.17	0.01770181	0.27233832	0.13253082
824.61	0.01687692	0.26364598	0.09828214
825.05	0.01698201	0.25532823	0.06494020
825.48	0.01664860	0.24746037	0.03641056
825.92	0.01659979	0.24011982	0.01171597
826.36	0.01799965	0.23312423	-0.01207393
826.80	0.01908017	0.22624389	-0.02519419
827.24	0.01794201	0.22022969	-0.03252831
827.68	0.01604946	0.21524205	-0.03798320
828.12	0.01580769	0.21144460	-0.03960641
828.56	0.01685787	0.20899900	-0.03837515
828.99	0.01755865	0.20806673	-0.03819634
829.43	0.01799816	0.20880961	-0.03028156
829.87	0.01875895	0.21339462	-0.02244398
830.31	0.01919614	0.22142014	-0.00882486
830.75	0.01927628	0.23105193	0.00178609
831.19	0.02007657	0.24208982	0.01720074
831.63	0.02096313	0.25433557	0.03839500
832.06	0.02100960	0.26758968	0.05462606
832.50	0.02160029	0.28165070	0.07565891
832.94	0.02325018	0.29632105	0.09465699
833.38	0.02456222	0.31153675	0.11845562
833.82	0.02524421	0.32700057	0.14119480
834.26	0.02597442	0.34244201	0.16873329
834.69	0.02707478	0.35764541	0.19032829
835.13	0.02873898	0.37239115	0.20988544
835.57	0.03084807	0.38646397	0.23228696
836.01	0.03250055	0.39964441	0.25460255
836.45	0.03258057	0.41171701	0.27194880
836.88	0.03102012	0.42016424	0.28334856
837.32	0.02912182	0.42685298	0.29661372
837.76	0.02809661	0.43226114	0.30295466
838.20	0.02757472	0.43643561	0.30823015
838.64	0.02704327	0.43942227	0.31341617
839.07	0.02716109	0.44126702	0.31265277
839.51	0.02813655	0.44201601	0.31375189
839.95	0.02904355	0.44171553	0.31378325
840.39	0.02934563	0.43937573	0.30981661
840.83	0.02966064	0.43603834	0.30087484
841.26	0.02972183	0.43199748	0.29574644
841.70	0.02798885	0.42740867	0.28661834
842.14	0.02500700	0.42243005	0.27837282
842.58	0.02311808	0.41721877	0.26612650
843.01	0.02249630	0.41193083	0.25769133
843.45	0.02167721	0.40672411	0.24427772
843.89	0.02128173	0.40249499	0.23662729
844.33	0.02249941	0.39871813	0.22985671
844.76	0.02391712	0.39534445	0.21908262
845.20	0.02448887	0.39245017	0.21309356
845.64	0.02518958	0.39011071	0.20407648
846.08	0.02547051	0.38840239	0.19984338
846.51	0.02412146	0.38740122	0.19062809
846.95	0.02254429	0.38718309	0.18326603
847.39	0.02272510	0.38880239	0.17873326
847.83	0.02443583	0.39158859	0.17214644
848.26	0.02608745	0.39518026	0.16741131
848.70	0.02701760	0.39953556	0.16257424
849.14	0.02738274	0.40461160	0.15763472
849.58	0.02742563	0.41036671	0.15356881
850.01	0.02848797	0.41675785	0.15428227
850.45	0.03171938	0.42374344	0.15098553
850.89	0.03547669	0.43189537	0.15344372
851.32	0.03656148	0.44094663	0.15091417
851.76	0.03425956	0.45031873	0.15413858
852.20	0.03131202	0.45987374	0.15921021
852.64	0.03016773	0.46947501	0.16612858
853.07	0.03043578	0.47898743	0.17098696
853.51	0.03134676	0.48827456	0.17671455
853.95	0.03307136	0.49719879	0.18917027
854.38	0.03428262	0.50516288	0.20054115
854.82	0.03385059	0.51161694	0.21570951
855.26	0.03342304	0.51745877	0.23076866
855.69	0.03418331	0.52267194	0.24474156
856.13	0.03515180	0.52724197	0.26251057
856.57	0.03562977	0.53115287	0.28309866
857.00	0.03576681	0.53438938	0.30650540
857.44	0.03578169	0.53693597	0.32882406
857.88	0.03599887	0.53875586	0.35298389
858.31	0.03614428	0.53824392	0.38093758
858.75	0.03640628	0.53713682	0.41268467
859.19	0.03797090	0.53556045	0.44236535
859.62	0.03971169	0.53364230	0.46900261
860.06	0.03948115	0.53150839	0.50333822
860.50	0.03895414	0.52928528	0.53462956
860.93	0.04114621	0.52709923	0.56971212
861.37	0.04527829	0.52507702	0.60077298
861.81	0.04863417	0.52479082	0.63171796
862.24	0.05043749	0.52570862	0.66254665
862.68	0.05114260	0.52685215	0.69228206
863.12	0.05133576	0.52814879	0.72092377
863.55	0.05166691	0.52952594	0.74944793
863.99	0.05157060	0.53091086	0.77687756
864.42	0.05031914	0.53223114	0.80418883
864.86	0.04859192	0.53341404	0.83138131
865.30	0.04758081	0.53431050	0.85747805
865.73	0.04803473	0.53446782	0.88052551
866.17	0.04903765	0.53432080	0.90149986
866.61	0.04852627	0.53384174	0.92333039
867.04	0.04677616	0.53300350	0.94211045
867.48	0.04610645	0.53177815	0.96174591
867.91	0.04668963	0.53013884	0.97637699
868.35	0.04708910	0.52805791	0.99186268
868.79	0.04718104	0.52550794	1.00331978
869.22	0.04741288	0.52207109	1.01367761
869.66	0.04749237	0.51786806	1.02195921
870.09	0.04714266	0.51319809	1.02718765
870.53	0.04671963	0.50808915	1.02936254
870.97	0.04687154	0.50256652	1.03141321
871.40	0.04788217	0.49665813	1.03138616
871.84	0.04884544	0.49038978	1.02830445
872.27	0.04838166	0.48378893	1.02314429
872.71	0.04646506	0.47688155	1.01883498
873.14	0.04434148	0.46878987	1.00951681
873.58	0.04311076	0.46047507	1.00202534
874.02	0.04322856	0.45208215	0.98561803
874.45	0.04414688	0.44371296	0.97201328
874.89	0.04445035	0.43547110	0.95632791
875.32	0.04436104	0.42745859	0.93953815
875.76	0.04615331	0.41977820	0.92359676
876.19	0.04936693	0.41253365	0.90655029
876.63	0.05071968	0.40642180	0.88839837
877.06	0.04965675	0.40271859	0.86425786
877.50	0.04744063	0.39952701	0.84487061
877.93	0.04375067	0.39676054	0.82535346
878.37	0.03888299	0.39433189	0.80570608
878.81	0.03566695	0.39215461	0.78397501
879.24	0.03578059	0.39014198	0.76504274
879.68	0.03712406	0.38820666	0.74793236
880.11	0.03834584	0.38626270	0.73166700
880.55	0.04029708	0.38351797	0.71722289
880.98	0.04174757	0.37979533	0.70850595
881.42	0.04032713	0.37597390	0.70063306
881.85	0.03601921	0.37208864	0.69458046
882.29	0.03112631	0.36817081	0.69132438
882.72	0.02864900	0.36425454	0.68988797
883.16	0.02970533	0.36037303	0.68929434
883.59	0.03241338	0.35655889	0.68954317
884.03	0.03458186	0.35284534	0.69258730
884.46	0.03598692	0.34932425	0.69647328
884.90	0.03690253	0.34600829	0.69729456
885.33	0.03721082	0.34288022	0.69993366
885.77	0.03766070	0.33996496	0.70634339
886.20	0.03871225	0.33728752	0.71359378
886.64	0.03926593	0.33487319	0.72266108
887.07	0.03869541	0.33274741	0.73452157
887.51	0.03806190	0.33093515	0.74722182
887.94	0.03805310	0.32946188	0.76271468
888.38	0.03795999	0.32906242	0.78197641
888.81	0.03744537	0.32943753	0.80598330
889.24	0.03659225	0.33009134	0.83180536
889.68	0.03484848	0.33096378	0.85846576
890.11	0.03284050	0.33199513	0.88694077
890.55	0.03243769	0.33312526	0.91723012
890.98	0.03381602	0.33429453	0.94347416
891.42	0.03461126	0.33544313	0.97641479
891.85	0.03248185	0.33651085	1.00628612
892.29	0.02928284	0.33696603	1.03992382
892.72	0.02842988	0.33690666	1.07146823
893.15	0.02933243	0.33668005	1.10580191
893.59	0.03031898	0.33628621	1.13608865
894.02	0.03138573	0.33572506	1.16916412
894.46	0.03300732	0.33499659	1.19916869
894.89	0.03664890	0.33410089	1.22903178
895.33	0.04193548	0.33303782	1.25582345
895.76	0.04497841	0.33180757	1.28051999
896.19	0.04315426	0.33045502	1.30116804
896.63	0.03799473	0.32898809	1.31972046
897.06	0.03363493	0.32734345	1.33422388
897.50	0.03206840	0.32551382	1.34663117
897.93	0.03111395	0.32349240	1.35791864
898.36	0.02910359	0.32127144	1.36613293
898.80	0.02715973	0.31884425	1.37127379
899.23	0.02656532	0.31620301	1.37431753
899.67	0.02824082	0.31334116	1.37526392
900.10	0.03272352	0.31016242	1.37606584
900.53	0.03838022	0.30645920	1.37086368
900.97	0.04230918	0.30254619	1.36551657
901.40	0.04291447	0.29844294	1.35514148
901.84	0.04127701	0.29416889	1.34559753
902.27	0.03934583	0.28974410	1.33200170
902.70	0.03755438	0.28518778	1.32021311
903.14	0.03636766	0.28052020	1.30632530
903.57	0.03686413	0.27576039	1.28838492
904.00	0.03829372	0.27092809	1.27225111
904.44	0.03724309	0.26550321	1.25206427
904.87	0.03332970	0.26003866	1.23270700
905.30	0.03166702	0.25463726	1.20929626
905.74	0.03351673	0.24935898	1.18671465
906.17	0.03550310	0.24426459	1.16300883
906.60	0.03678144	0.23941393	1.14110826
907.04	0.03728894	0.23486628	1.11710649
907.47	0.03673733	0.23068166	1.08905018
907.91	0.03532012	0.22692050	1.06475161
908.34	0.03345537	0.22484108	1.03932777
908.77	0.03326135	0.22428409	1.01375500
909.20	0.03518055	0.22410088	0.98900968
909.64	0.03707100	0.22419900	0.96313846
910.07	0.03840210	0.22448613	0.94102395
910.50	0.03848577	0.22487013	0.91875972
910.94	0.03509161	0.22525861	0.89634555
911.37	0.02830549	0.22555952	0.87378124
911.80	0.02142271	0.22568057	0.85497286
912.24	0.01766387	0.22542242	0.83406083
912.67	0.01804997	0.22260758	0.82374026
913.10	0.02189530	0.21949335	0.80740941
913.54	0.02749295	0.21614086	0.79776339
913.97	0.03101647	0.21261207	0.78894265
914.40	0.02924628	0.20896812	0.78094698
914.83	0.02592572	0.20527035	0.77377622
915.27	0.02581109	0.20158134	0.77524266
915.70	0.02708868	0.19796097	0.77460394
916.13	0.02688550	0.19447165	0.77381301
916.57	0.02485171	0.19184076	0.78263530
917.00	0.02242597	0.19017849	0.79032845
917.43	0.02103146	0.18869815	0.80470478
917.86	0.02062244	0.18736892	0.82283443
918.30	0.02182979	0.18615960	0.83788128
918.73	0.02430608	0.18503951	0.85570454
919.16	0.02463787	0.18397768	0.87435090
919.59	0.02231658	0.18294305	0.89772645
920.03	0.02133902	0.18190467	0.91899508
920.46	0.02255248	0.18083192	0.94596912
920.89	0.02365933	0.17913598	0.97083591
921.32	0.02335385	0.17723463	0.99847808
921.76	0.02140917	0.17528519	1.02498923
922.19	0.01934135	0.17330167	1.05134576
922.62	0.01942928	0.17129768	1.07950062
923.05	0.02315037	0.16928753	1.10359429
923.49	0.02819793	0.16728457	1.12948597
923.92	0.02929638	0.16530313	1.16108177
924.35	0.02618989	0.16335665	1.18373308
924.78	0.02372421	0.16147079	1.20915850
925.22	0.02395303	0.16002745	1.22954538
925.65	0.02398959	0.15863625	1.25758888
926.08	0.02224828	0.15728625	1.27473416
926.51	0.02123434	0.15596656	1.29465294
926.94	0.02169601	0.15466671	1.31441538
927.38	0.02116471	0.15337584	1.32523229
927.81	0.01774758	0.15208305	1.33979881
928.24	0.01152193	0.15077759	1.35030232
928.67	0.00568357	0.14944882	1.36064890
929.10	0.00483434	0.14807478	1.36595562
929.54	0.01140695	0.14659987	1.36817545
929.97	0.02319104	0.14507391	1.36633168
930.40	0.03173078	0.14349062	1.36042419
930.83	0.03146325	0.14184346	1.35826533
931.26	0.02668789	0.14012557	1.35204247
931.69	0.02159142	0.13833037	1.33687265
932.13	0.01619449	0.13645155	1.32935731
932.56	0.01280414	0.13448228	1.31387132
932.99	0.01384754	0.13241627	1.29822703
933.42	0.01808105	0.13011354	1.27656495
933.85	0.02356195	0.12718827	1.25767401
934.28	0.02700846	0.12419319	1.23569470
934.72	0.02420669	0.12116016	1.20867378
935.15	0.01646872	0.11812179	1.18247049
935.58	0.01153887	0.11511123	1.16001440
936.01	0.01476273	0.11216069	1.13153975
936.44	0.02307815	0.10930323	1.09997611
936.87	0.03056167	0.10657104	1.06922961
937.30	0.03416879	0.10399714	1.04222982
937.74	0.03500506	0.10173273	1.01604693
938.17	0.03453895	0.10039808	0.97993863
938.60	0.03109999	0.09926492	0.95148294
939.03	0.02676816	0.09831631	0.91993754
939.46	0.02532268	0.09753600	0.89213826
939.89	0.02417175	0.09690749	0.86222562
940.32	0.02163009	0.09641421	0.83312919
940.75	0.01839295	0.09603969	0.80875510
941.19	0.01363913	0.09576747	0.78129075
941.62	0.01226887	0.09558107	0.75561883
942.05	0.01762859	0.09546402	0.73369238
942.48	0.02316769	0.09560525	0.71648783
942.91	0.02413955	0.09577566	0.69912227
943.34	0.01852748	0.09594241	0.68452529
943.77	0.00727074	0.09607691	0.66976709
944.20	0.00040229	0.09615059	0.66266007
944.63	0.00321382	0.09613491	0.65636819
945.06	0.00706090	0.09600131	0.64405542
945.49	0.00673612	0.09572129	0.63939352
945.93	0.00878389	0.09526634	0.63652302
946.36	0.01696241	0.09460792	0.63739695
946.79	0.02735490	0.09286842	0.63517928
947.22	0.03544372	0.09057422	0.63279959
947.65	0.03887651	0.08810411	0.64099998
948.08	0.03835923	0.08549721	0.64610849
948.51	0.03614520	0.08279186	0.64812501
948.94	0.03521015	0.08002718	0.65876820
949.37	0.03812657	0.07724182	0.66924892
949.80	0.04258252	0.07447371	0.68152020
950.23	0.04501541	0.07176265	0.69558194
950.66	0.04355915	0.06914617	0.71436375
951.09	0.03621364	0.06696445	0.72907648
951.52	0.02623593	0.06550741	0.75143880
951.95	0.02333638	0.06419847	0.77949748
952.38	0.02988343	0.06302750	0.80641651
952.81	0.03531795	0.06198555	0.82926612
953.24	0.03256560	0.06106266	0.85781186
953.67	0.02549815	0.06024971	0.88619426
954.10	0.01980044	0.05953689	0.91148356
954.53	0.01467492	0.05891494	0.93953905
954.96	0.00503666	0.05837435	0.96645440
955.39	0.00000000	0.05790558	0.98929986
955.82	0.00000000	0.05748520	1.00807533
956.25	0.00000000	0.05711637	1.02082763
956.68	0.00000000	0.05679259	1.03732230
957.11	0.00000000	0.05650526	1.04779364
957.54	0.00000000	0.05624580	1.05614783
957.97	0.00196120	0.05600567	1.06629105
958.40	0.01028395	0.05577630	1.07236385
958.83	0.01581972	0.05554906	1.07338960
959.26	0.01494358	0.05531539	1.07913385
959.69	0.01167910	0.05506677	1.08080747
960.12	0.00922503	0.05468942	1.08329321
960.55	0.00601881	0.05402543	1.07682537
960.98	0.00310704	0.05334514	1.06726327
961.41	0.00475132	0.05265943	1.06339590
961.84	0.01112912	0.05197919	1.05057475
962.27	0.02029856	0.05131515	1.04149508
962.70	0.03022186	0.05067814	1.02834433
963.13	0.03312008	0.05007909	1.01600524
963.56	0.02622805	0.04952881	1.00154807
963.99	0.01927534	0.04903806	0.98399620
964.42	0.01545469	0.04861764	0.96432612
964.85	0.01275098	0.04868540	0.94253777
965.28	0.01460496	0.04910147	0.92253736
965.71	0.01846318	0.04956474	0.89846545
966.14	0.01739153	0.05005044	0.87813448
966.57	0.01301410	0.05053397	0.85080221
967.00	0.01148033	0.05099043	0.82623421
967.43	0.01272098	0.05139521	0.80052418
967.85	0.01182610	0.05172361	0.77562519
968.28	0.00732031	0.05195088	0.75251374
968.71	0.00267680	0.05205239	0.72630698
969.14	0.00042318	0.05200343	0.70481736
969.57	0.00000000	0.05085572	0.67632607
970.00	0.00000000	0.04931156	0.66231744
970.43	0.00032996	0.04764761	0.64130705
970.86	0.00870797	0.04589894	0.62696672
971.29	0.01081291	0.04410015	0.60562454
971.72	0.01124646	0.04228631	0.58704608
972.15	0.01578252	0.04049196	0.57123130
972.57	0.02330093	0.03875217	0.55427390
973.00	0.02926905	0.03710143	0.53812696
973.43	0.03146609	0.03557477	0.51986076
973.86	0.03276714	0.03420670	0.50435807
974.29	0.03309819	0.03421859	0.48868915
974.72	0.02983291	0.03456723	0.46601802
975.15	0.02743898	0.03505385	0.44415716
975.58	0.02975561	0.03564555	0.42603620
976.00	0.03241126	0.03630936	0.41067854
976.43	0.03107082	0.03701215	0.39320134
976.86	0.02400536	0.03772129	0.37653424
977.29	0.01296037	0.03840364	0.36165378
977.72	0.00439823	0.03902632	0.35246616
978.15	0.00264273	0.03955652	0.34506510
978.58	0.00842412	0.03996128	0.33652088
979.00	0.01833721	0.03921505	0.33757565
979.43	0.02231629	0.03814574	0.34822938
979.86	0.01807105	0.03695664	0.35871642
980.29	0.01630140	0.03567234	0.36513047
980.72	0.02123281	0.03431719	0.38211996
981.15	0.02786271	0.03291588	0.39503640
981.57	0.03128589	0.03149274	0.41462197
982.00	0.03057022	0.03007227	0.43404069
982.43	0.02964508	0.02867915	0.44743315
982.86	0.03083930	0.02733787	0.46163528
983.29	0.03102027	0.02607268	0.48250641
983.72	0.02705809	0.02545609	0.49637466
984.14	0.02260732	0.02517248	0.50909936
984.57	0.02389098	0.02497607	0.51872736
985.00	0.03350768	0.02485390	0.52721178
985.43	0.04875542	0.02479304	0.53748226
985.86	0.06252004	0.02478057	0.54953880
986.28	0.06764750	0.02480354	0.55849855
986.71	0.05784742	0.02484904	0.57022087
987.14	0.03552107	0.02490413	0.57884636
987.57	0.01883054	0.02495592	0.59316407
987.99	0.02006081	0.02499149	0.60536147
988.42	0.02943237	0.02481775	0.62422761
988.85	0.03367568	0.02437908	0.65659841
989.28	0.03191259	0.02391255	0.67610666
989.71	0.02960199	0.02342445	0.70716641
990.13	0.02616356	0.02292120	0.72926983
990.56	0.01875432	0.02240916	0.75022941
990.99	0.01147129	0.02189462	0.77883419
991.42	0.00669184	0.02138392	0.79848259
991.84	0.00336541	0.02088349	0.81698710
992.27	0.00478333	0.02039960	0.83434770
992.70	0.01547691	0.01993866	0.84470502
993.13	0.03322660	0.01951924	0.85294184
993.55	0.04649569	0.01934792	0.83171442
993.98	0.04542594	0.01920799	0.81422585
994.41	0.03128603	0.01909538	0.78387457
994.84	0.01171242	0.01900604	0.76019183
995.26	0.00000000	0.01893595	0.73145885
995.69	0.00000000	0.01888106	0.70060532
996.12	0.00000000	0.01883734	0.66860779
996.55	0.00265784	0.01880076	0.63448970
996.97	0.01675843	0.01876728	0.60020415
997.40	0.01542091	0.01873288	0.56868084
