x, y
401.1475531906336, 0.6144578714418217
407.45901323178884, 0.6867469308754547
414.3442498682609, 0.8072275415902322
421.2294865047329, 0.9397586388931652
426.3934552357516, 1.0963837793247608
431.5573827131056, 1.2891569144969892
434.4262450628572, 1.4819265846454013
437.8688633810932, 1.6746988535616767
440.73770510401243, 1.9156618075031455
443.03279085844724, 2.1084332101634664
445.90163258136647, 2.3012046128237875
448.1967183358012, 2.4939751492281523
451.06558068555285, 2.72289108160529
452.78688984467084, 2.9759027896230004
455.08195497227325, 3.180722080103608
458.5245732905093, 3.4698791840940886
461.9671916087453, 3.7951803846734085
463.688542021528, 4.048192525819096
465.409851180646, 4.3373491966816
467.131160339764, 4.56626469593076
469.42622546736646, 4.783132307359631
471.72133184863355, 5.048192336325607
475.1639501668696, 5.265060380882455
477.45901529447207, 5.554216618616982
482.0491868033417, 5.843373289479486
485.49180512157767, 6.13252996034199
489.5082206619628, 6.3253013630023105
494.6721481393168, 6.421686198076516
502.13114074427324, 6.3493971386428845
506.14755628465844, 6.192771131955334
509.5901746028945, 6.072288788728645
512.459036952646, 5.963855199578198
515.901655270882, 5.807228759762671
519.3442735891181, 5.614457790230326
525.0819982886212, 5.409638499749719
528.5246166068572, 5.228915851165641
533.1147881157268, 5.132529283579525
539.9999834985341, 4.975903276891975
545.7377494517019, 4.819276837076448
550.901676929056, 4.626505434416127
554.9180512157765, 4.457831106780312
558.3606695340125, 4.313252987913049
561.8032878522484, 4.120481585252728
566.3934593611181, 3.939758503540672
570.4097923941738, 3.698795116471225
574.4262491882237, 3.457831296273802
578.4426234749441, 3.180722080103608
581.3114858246958, 2.9277103720858966
585.327860111416, 2.674698664068188
588.1967224611677, 2.4096382019742335
591.6393407794037, 2.1445777398802828
596.8033095104224, 1.8915660318625707
599.6721718601741, 1.63855432384486
603.6885461468945, 1.337348465778137
610.5737827833665, 1.0602401158638972
616.3115074828697, 0.7710838781293718
624.3442973099752, 0.5301191916759941
632.3770458834161, 0.3493965430919149
641.5573889011553, 0.21686717830089244
650.1639759504101, 0.1325293647910193
661.0656281272672, 0.0843360809979626
670.245888637677, 0.060240305357387926
