x, y
603.6424245497731, 0.02810870635149348
613.8763861636505, 0.03322568027689188
623.6230182365656, 0.053692276594551336
632.3949499738909, 0.10485768456875728
641.1668404575514, 0.1867219041995081
648.9641956202811, 0.2941696940733168
654.3248205708688, 0.401617050819149
659.6854455214566, 0.4937156514286731
665.5334412666714, 0.6113956566413687
669.919407135334, 0.7444261505022808
674.3054142576614, 0.877456644363192
680.6406570365094, 1.0514190314754905
685.0266229051721, 1.210032229323505
689.4125887738347, 1.3532958047792587
694.2858841834599, 1.5067924618298523
699.1591795930851, 1.665405226549889
704.0325575100396, 1.844484587587586
706.9565347558147, 2.0082145427970097
713.7791895829546, 2.2589252584346053
710.855171083515, 2.1412448200939327
718.1651141979527, 2.3868392114980965
722.0637505256527, 2.5352193277512693
725.4751398197197, 2.6784829032070228
730.3484352293449, 2.8319791271296397
734.7344010980075, 2.93942670043946
740.582314335893, 3.0826902758952124
743.9936623762953, 3.1952543900024533
749.354287326883, 3.307818504109694
753.7402531955456, 3.4254991590143553
759.5882489407606, 3.5585296528752672
764.4615443503858, 3.665977009621099
770.3094988419359, 3.7478418789438166
776.1574533334863, 3.8194736666716933
782.9801081606262, 3.8604061013330515
790.7773808160264, 3.89622199519699
799.0620242660539, 3.89622199519699
807.8339560033792, 3.8911053461175755
814.6565695768543, 3.8399398298613745
820.0172357811068, 3.783657881089749
826.3524785599548, 3.7069094442824575
831.7131447642073, 3.6250446832417342
837.0738109684595, 3.527830191526755
842.4343946653826, 3.4459653222040374
848.2823491569328, 3.343634289691638
854.6176744431102, 3.225953634786977
861.4403705239148, 3.1389722246668383
867.288325015465, 3.04687427374928
872.1616204250902, 2.94454324123688
878.0095749166403, 2.8626785884781514
882.3955820389677, 2.750114257806922
888.243536530518, 2.64266690106109
893.1168319401431, 2.5352193277512693
897.9901273497683, 2.438004619472302
904.3253701286162, 2.3561397501495844
908.2240889636457, 2.2640422323600036
915.5339908244189, 2.1565944424861945
921.3819453159691, 2.054263409973794
928.2046413967737, 1.951932377461395
935.5145432575467, 1.8393680467901656
943.311815912947, 1.721687175321515
950.1345119937517, 1.6040067369808424
957.4444138545247, 1.4965589471070335
966.2164280991793, 1.394228131158623
975.4757306311319, 1.2867807744127908
984.2475798611277, 1.1844495253364025
993.5068823930803, 1.087235250185412
1002.7661849250328, 1.0002536235012853
1012.0254874569853, 0.9183889707425565
1021.7720782762357, 0.8365243179838276
1030.0567217262633, 0.7700088544893834
1037.3666235870362, 0.7290760949820417
1045.1638962424365, 0.6779106870078357
1052.961251405166, 0.6267452790336306
1060.7585240605663, 0.5806964118568458
1069.0431675105938, 0.5448810594028782
1077.8151817552484, 0.5039478667675593
1086.5871134925737, 0.47836559590843397
1095.8463335171969, 0.45278245879335416
1037.3666235870362, 0.7290760949820417
